work_order_id,case_id,created_datetime,completed_datetime,campus_key,team_key,category,contractor_name,response_business_hours,completion_business_hours,on_time_flag,rework_flag,contractor_cost_aud,synthetic_label
WO-00142,CASE-017205,2024-09-10 18:14:00,2024-09-17 17:30:18,1,9,HVAC and temperature,Metro Building Care,2.65,111.51,1,1,194.45,Synthetic demonstration data — not actual University of Sydney results
WO-00143,CASE-010593,2025-02-16 10:31:00,2025-02-17 10:33:50,2,9,HVAC and temperature,CampusWorks Services,6.37,16.03,1,0,202.87,Synthetic demonstration data — not actual University of Sydney results
WO-00144,CASE-001777,2026-06-01 08:01:00,2026-06-02 06:21:30,1,9,Security and lighting,Metro Building Care,6.58,14.89,1,1,371.12,Synthetic demonstration data — not actual University of Sydney results
WO-00145,CASE-011773,2025-05-13 09:39:00,2025-05-14 06:39:52,1,9,Security and lighting,CampusWorks Services,6.89,14.01,1,0,175.72,Synthetic demonstration data — not actual University of Sydney results
WO-00146,CASE-016343,2024-12-30 16:14:00,2024-12-31 12:08:31,1,9,Study spaces,Metro Building Care,10.66,13.27,0,0,680.66,Synthetic demonstration data — not actual University of Sydney results
WO-00147,CASE-014759,2025-01-18 11:55:00,2025-01-19 18:05:41,1,9,Study spaces,Metro Building Care,10.29,20.12,0,1,337.68,Synthetic demonstration data — not actual University of Sydney results
WO-00148,CASE-007552,2025-12-04 19:25:00,2025-12-06 15:37:19,1,9,Cleanliness,Metro Building Care,5.9,29.47,0,0,238.8,Synthetic demonstration data — not actual University of Sydney results
WO-00149,CASE-017208,2026-02-04 14:04:00,2026-02-05 21:37:21,1,9,HVAC and temperature,Metro Building Care,6.88,21.04,1,1,403.43,Synthetic demonstration data — not actual University of Sydney results
WO-00150,CASE-007408,2024-11-25 16:53:00,2024-11-26 05:08:02,2,9,HVAC and temperature,CampusWorks Services,5.16,8.17,1,0,363.7,Synthetic demonstration data — not actual University of Sydney results
WO-00151,CASE-006835,2024-09-16 15:55:00,2024-09-22 04:04:27,1,9,HVAC and temperature,CampusWorks Services,16.67,88.11,1,0,124.57,Synthetic demonstration data — not actual University of Sydney results
WO-00152,CASE-012790,2026-05-26 13:02:00,2026-05-29 03:20:47,1,9,HVAC and temperature,Metro Building Care,15.37,41.54,1,0,183.04,Synthetic demonstration data — not actual University of Sydney results
WO-00153,CASE-017737,2026-01-12 14:39:00,2026-01-14 10:12:29,1,9,Cleanliness,Learning Spaces Technical,2.36,29.04,1,0,135.26,Synthetic demonstration data — not actual University of Sydney results
WO-00154,CASE-016395,2025-07-02 14:54:00,2025-07-03 18:06:30,1,9,Security and lighting,Learning Spaces Technical,8.89,18.14,1,0,265.08,Synthetic demonstration data — not actual University of Sydney results
WO-00155,CASE-012362,2026-07-30 13:29:00,2026-07-31 07:21:47,2,9,HVAC and temperature,CampusWorks Services,10.92,11.92,1,0,100.32,Synthetic demonstration data — not actual University of Sydney results
WO-00156,CASE-009038,2024-12-30 18:27:00,2024-12-31 08:58:46,1,8,Teaching room equipment,Metro Building Care,8.69,9.69,1,0,339.04,Synthetic demonstration data — not actual University of Sydney results
WO-00157,CASE-009639,2024-10-28 16:56:00,2024-10-29 05:50:34,1,10,Accessibility,Metro Building Care,2.57,8.61,1,0,245.76,Synthetic demonstration data — not actual University of Sydney results
WO-00158,CASE-016246,2024-09-16 17:21:00,2024-09-19 04:13:20,2,10,Accessibility,Learning Spaces Technical,1.91,39.25,1,0,567.96,Synthetic demonstration data — not actual University of Sydney results
WO-00159,CASE-005692,2025-11-07 10:58:00,2025-11-08 02:38:19,2,9,HVAC and temperature,Learning Spaces Technical,7.83,10.45,1,0,283.47,Synthetic demonstration data — not actual University of Sydney results
WO-00160,CASE-002025,2026-07-27 13:46:00,2026-07-28 07:36:11,2,9,HVAC and temperature,Metro Building Care,2.15,11.89,1,0,250.97,Synthetic demonstration data — not actual University of Sydney results
WO-00161,CASE-011837,2025-06-12 11:18:00,2025-06-14 05:34:51,1,8,Teaching room equipment,Metro Building Care,10.28,28.19,1,0,73.43,Synthetic demonstration data — not actual University of Sydney results
WO-00162,CASE-005093,2024-11-05 09:39:00,2024-11-06 12:06:34,1,9,HVAC and temperature,Metro Building Care,12.32,17.64,1,0,106.39,Synthetic demonstration data — not actual University of Sydney results
WO-00163,CASE-001005,2025-08-14 12:42:00,2025-08-15 11:13:47,2,9,Cleanliness,CampusWorks Services,2.55,15.02,1,0,560.77,Synthetic demonstration data — not actual University of Sydney results
WO-00164,CASE-012884,2025-10-16 14:57:00,2025-10-17 13:51:18,1,9,Study spaces,CampusWorks Services,8.25,15.27,1,0,628.32,Synthetic demonstration data — not actual University of Sydney results
WO-00165,CASE-003212,2026-03-13 14:38:00,2026-03-14 17:41:35,3,9,Cleanliness,Learning Spaces Technical,4.98,18.04,1,0,407.25,Synthetic demonstration data — not actual University of Sydney results
WO-00166,CASE-012871,2024-09-10 14:33:00,2024-09-11 08:18:12,1,9,Study spaces,Metro Building Care,10.39,11.84,0,0,158.79,Synthetic demonstration data — not actual University of Sydney results
WO-00167,CASE-002257,2025-06-13 13:27:00,2025-06-16 01:38:57,1,9,Study spaces,Learning Spaces Technical,5.99,40.13,1,0,346.64,Synthetic demonstration data — not actual University of Sydney results
WO-00168,CASE-009799,2025-10-09 13:16:00,2025-10-10 02:31:33,2,10,Accessibility,Metro Building Care,7.84,8.84,1,0,203.09,Synthetic demonstration data — not actual University of Sydney results
WO-00169,CASE-002812,2026-03-25 19:31:00,2026-03-26 20:42:33,3,8,Teaching room equipment,CampusWorks Services,5.35,16.8,1,1,320.7,Synthetic demonstration data — not actual University of Sydney results
WO-00170,CASE-013230,2025-12-02 16:16:00,2025-12-03 18:35:59,1,9,Security and lighting,Metro Building Care,16.56,17.56,1,0,515.84,Synthetic demonstration data — not actual University of Sydney results
WO-00171,CASE-005743,2025-03-15 13:04:00,2025-03-15 22:56:32,2,9,Study spaces,Learning Spaces Technical,5.58,6.58,1,1,156.53,Synthetic demonstration data — not actual University of Sydney results
WO-00172,CASE-010479,2024-12-24 12:10:00,2024-12-25 07:42:19,1,9,Security and lighting,CampusWorks Services,3.0,13.03,1,0,410.74,Synthetic demonstration data — not actual University of Sydney results
WO-00173,CASE-012979,2024-12-30 13:03:00,2025-01-03 22:50:49,1,9,HVAC and temperature,CampusWorks Services,10.11,70.53,1,0,670.09,Synthetic demonstration data — not actual University of Sydney results
WO-00174,CASE-007250,2025-05-29 17:32:00,2025-05-30 20:58:37,2,9,HVAC and temperature,Metro Building Care,11.04,18.3,1,0,162.86,Synthetic demonstration data — not actual University of Sydney results
WO-00175,CASE-016290,2026-07-23 13:51:00,2026-07-24 20:21:33,1,9,Security and lighting,CampusWorks Services,3.28,20.34,1,0,867.31,Synthetic demonstration data — not actual University of Sydney results
WO-00176,CASE-017786,2026-04-28 14:52:00,2026-04-30 14:42:25,1,9,HVAC and temperature,CampusWorks Services,6.13,31.89,1,0,173.41,Synthetic demonstration data — not actual University of Sydney results
WO-00177,CASE-017465,2026-04-02 12:50:00,2026-04-03 05:26:41,1,9,Cleanliness,Metro Building Care,6.8,11.07,1,0,179.11,Synthetic demonstration data — not actual University of Sydney results
WO-00178,CASE-012969,2025-04-05 18:42:00,2025-04-07 18:50:17,1,9,Security and lighting,Metro Building Care,4.08,32.09,1,0,74.59,Synthetic demonstration data — not actual University of Sydney results
WO-00179,CASE-000434,2026-05-25 12:14:00,2026-05-26 12:16:14,1,9,Cleanliness,CampusWorks Services,4.88,16.02,1,1,700.42,Synthetic demonstration data — not actual University of Sydney results
WO-00180,CASE-001891,2025-08-02 16:17:00,2025-08-07 22:04:45,1,9,Study spaces,CampusWorks Services,10.22,83.86,0,0,420.29,Synthetic demonstration data — not actual University of Sydney results
WO-00181,CASE-016375,2026-02-16 10:36:00,2026-02-17 04:25:21,1,9,Security and lighting,CampusWorks Services,3.21,11.88,0,0,449.17,Synthetic demonstration data — not actual University of Sydney results
WO-00182,CASE-007980,2026-05-15 17:49:00,2026-05-17 09:16:48,1,9,Study spaces,Metro Building Care,2.73,26.31,1,0,352.05,Synthetic demonstration data — not actual University of Sydney results
WO-00183,CASE-012279,2025-06-12 10:43:00,2025-06-13 06:25:51,2,8,Teaching room equipment,CampusWorks Services,2.66,13.14,1,0,125.74,Synthetic demonstration data — not actual University of Sydney results
WO-00184,CASE-007999,2026-02-19 15:11:00,2026-02-20 21:37:31,1,9,Study spaces,Learning Spaces Technical,4.82,20.29,0,0,511.37,Synthetic demonstration data — not actual University of Sydney results
WO-00185,CASE-014041,2025-12-19 09:49:00,2025-12-20 03:29:22,1,9,Cleanliness,CampusWorks Services,4.57,11.78,1,0,158.03,Synthetic demonstration data — not actual University of Sydney results
WO-00186,CASE-007158,2026-07-15 19:47:00,2026-07-18 12:57:45,1,9,Study spaces,Metro Building Care,8.31,43.45,1,0,306.32,Synthetic demonstration data — not actual University of Sydney results
WO-00187,CASE-005733,2025-11-06 17:24:00,2025-11-07 08:10:12,1,10,Accessibility,Metro Building Care,8.85,9.85,1,0,704.41,Synthetic demonstration data — not actual University of Sydney results
WO-00188,CASE-007388,2025-03-18 10:36:00,2025-03-19 04:55:12,2,9,Study spaces,CampusWorks Services,11.21,12.21,1,0,230.77,Synthetic demonstration data — not actual University of Sydney results
WO-00189,CASE-004053,2026-05-19 14:07:00,2026-05-20 01:41:48,2,9,Cleanliness,CampusWorks Services,4.61,7.72,1,0,388.92,Synthetic demonstration data — not actual University of Sydney results
WO-00190,CASE-014996,2026-05-22 13:04:00,2026-05-23 06:21:04,1,10,Accessibility,Metro Building Care,3.3,11.52,1,0,158.68,Synthetic demonstration data — not actual University of Sydney results
WO-00191,CASE-006266,2026-08-01 16:47:00,2026-08-03 17:23:44,1,9,HVAC and temperature,CampusWorks Services,13.22,32.41,1,0,361.43,Synthetic demonstration data — not actual University of Sydney results
WO-00192,CASE-010265,2025-04-16 15:36:00,2025-04-18 04:00:43,1,9,HVAC and temperature,Metro Building Care,10.16,24.27,1,0,278.83,Synthetic demonstration data — not actual University of Sydney results
WO-00193,CASE-002893,2025-03-11 12:14:00,2025-03-13 10:12:14,1,9,Study spaces,Metro Building Care,13.11,30.65,1,0,682.65,Synthetic demonstration data — not actual University of Sydney results
WO-00194,CASE-009162,2026-07-23 14:02:00,2026-07-24 05:50:15,1,9,HVAC and temperature,CampusWorks Services,4.36,10.54,1,0,523.96,Synthetic demonstration data — not actual University of Sydney results
WO-00195,CASE-014771,2026-06-15 15:18:00,2026-06-20 18:31:46,2,10,Accessibility,Metro Building Care,4.44,82.15,1,0,654.21,Synthetic demonstration data — not actual University of Sydney results
WO-00196,CASE-008413,2024-11-01 14:30:00,2024-11-02 13:52:27,1,9,Security and lighting,Metro Building Care,6.3,15.58,1,0,139.1,Synthetic demonstration data — not actual University of Sydney results
WO-00197,CASE-001061,2025-04-15 14:32:00,2025-04-16 06:58:22,1,8,Teaching room equipment,Metro Building Care,3.63,10.96,1,0,188.09,Synthetic demonstration data — not actual University of Sydney results
WO-00198,CASE-000167,2025-03-20 13:14:00,2025-03-21 23:54:04,1,10,Accessibility,Metro Building Care,2.7,23.11,1,0,218.75,Synthetic demonstration data — not actual University of Sydney results
WO-00199,CASE-002072,2025-11-27 15:53:00,2025-11-28 09:06:33,1,9,Cleanliness,CampusWorks Services,5.02,11.48,1,0,165.39,Synthetic demonstration data — not actual University of Sydney results
WO-00200,CASE-001595,2025-07-21 10:31:00,2025-07-22 19:24:43,1,9,Study spaces,Metro Building Care,6.95,21.93,1,0,266.27,Synthetic demonstration data — not actual University of Sydney results
WO-00201,CASE-010124,2026-04-22 14:46:00,2026-04-24 00:59:53,2,8,Teaching room equipment,CampusWorks Services,5.14,22.82,1,0,371.23,Synthetic demonstration data — not actual University of Sydney results
WO-00202,CASE-002734,2025-03-15 15:20:00,2025-03-18 16:06:21,1,9,Study spaces,CampusWorks Services,8.18,48.52,1,0,715.3,Synthetic demonstration data — not actual University of Sydney results
WO-00203,CASE-015013,2026-03-31 13:59:00,2026-04-02 23:13:30,1,9,Study spaces,Metro Building Care,14.64,38.16,1,0,282.39,Synthetic demonstration data — not actual University of Sydney results
WO-00204,CASE-001554,2024-12-16 13:18:00,2024-12-18 05:38:46,1,9,HVAC and temperature,Metro Building Care,7.26,26.9,1,0,198.19,Synthetic demonstration data — not actual University of Sydney results
WO-00205,CASE-004068,2026-01-27 18:56:00,2026-01-28 15:54:48,1,9,Security and lighting,Metro Building Care,2.02,13.99,1,0,651.35,Synthetic demonstration data — not actual University of Sydney results
WO-00206,CASE-001444,2025-07-15 19:17:00,2025-07-16 20:09:40,2,9,HVAC and temperature,Metro Building Care,7.4,16.59,1,0,114.33,Synthetic demonstration data — not actual University of Sydney results
WO-00207,CASE-005518,2025-09-08 08:42:00,2025-09-08 20:01:26,1,10,Accessibility,Metro Building Care,4.72,7.55,1,0,622.46,Synthetic demonstration data — not actual University of Sydney results
WO-00208,CASE-003509,2025-04-21 10:46:00,2025-04-24 15:50:03,1,8,Teaching room equipment,Learning Spaces Technical,5.18,51.38,1,0,552.38,Synthetic demonstration data — not actual University of Sydney results
WO-00209,CASE-012320,2025-05-16 09:45:00,2025-05-21 07:48:18,1,10,Accessibility,Metro Building Care,2.66,78.7,1,1,115.37,Synthetic demonstration data — not actual University of Sydney results
WO-00210,CASE-002679,2026-04-27 16:47:00,2026-04-29 18:35:29,1,9,Study spaces,Metro Building Care,5.24,33.21,1,0,83.4,Synthetic demonstration data — not actual University of Sydney results
WO-00211,CASE-003070,2025-07-28 15:54:00,2025-07-31 20:30:10,1,9,Cleanliness,Metro Building Care,7.79,51.07,1,1,559.32,Synthetic demonstration data — not actual University of Sydney results
WO-00212,CASE-015033,2025-09-26 17:44:00,2025-09-27 13:03:37,1,9,HVAC and temperature,Metro Building Care,7.84,12.88,1,0,261.29,Synthetic demonstration data — not actual University of Sydney results
WO-00213,CASE-009345,2025-04-29 12:43:00,2025-05-01 05:17:47,1,9,HVAC and temperature,CampusWorks Services,7.88,27.05,1,1,438.83,Synthetic demonstration data — not actual University of Sydney results
WO-00214,CASE-005749,2025-09-08 20:12:00,2025-09-11 07:31:30,1,9,Security and lighting,CampusWorks Services,3.85,39.55,1,0,320.58,Synthetic demonstration data — not actual University of Sydney results
WO-00215,CASE-012136,2025-08-27 11:40:00,2025-08-31 04:36:51,1,9,Cleanliness,Learning Spaces Technical,2.2,59.3,1,0,166.09,Synthetic demonstration data — not actual University of Sydney results
WO-00216,CASE-009995,2026-03-06 12:23:00,2026-03-08 08:59:47,2,9,Study spaces,CampusWorks Services,4.41,29.74,1,0,166.71,Synthetic demonstration data — not actual University of Sydney results
WO-00217,CASE-009739,2026-04-08 10:39:00,2026-04-10 09:34:50,1,9,HVAC and temperature,Metro Building Care,2.82,31.29,1,0,353.82,Synthetic demonstration data — not actual University of Sydney results
WO-00218,CASE-007847,2025-03-24 15:01:00,2025-03-26 15:47:42,1,8,Teaching room equipment,Learning Spaces Technical,2.15,32.52,1,0,343.44,Synthetic demonstration data — not actual University of Sydney results
WO-00219,CASE-010854,2024-10-19 10:33:00,2024-10-20 10:02:32,1,8,Teaching room equipment,Metro Building Care,7.4,15.66,1,0,345.19,Synthetic demonstration data — not actual University of Sydney results
WO-00220,CASE-006753,2024-09-25 14:11:00,2024-09-26 19:56:06,1,9,Study spaces,CampusWorks Services,5.21,19.83,1,0,127.17,Synthetic demonstration data — not actual University of Sydney results
WO-00221,CASE-014238,2026-03-17 17:48:00,2026-03-22 15:48:10,1,9,Study spaces,Metro Building Care,13.47,78.67,1,0,335.5,Synthetic demonstration data — not actual University of Sydney results
WO-00222,CASE-004605,2024-10-22 20:18:00,2024-10-24 22:12:01,2,9,Study spaces,Learning Spaces Technical,4.64,33.27,1,0,359.83,Synthetic demonstration data — not actual University of Sydney results
WO-00223,CASE-011547,2026-03-27 10:57:00,2026-04-01 06:41:57,3,9,Cleanliness,Learning Spaces Technical,4.48,77.17,1,0,218.44,Synthetic demonstration data — not actual University of Sydney results
WO-00224,CASE-008598,2026-01-04 19:31:00,2026-01-06 11:29:41,1,10,Accessibility,Learning Spaces Technical,3.6,26.65,1,1,303.41,Synthetic demonstration data — not actual University of Sydney results
WO-00225,CASE-003338,2026-01-05 14:06:00,2026-01-07 09:44:17,1,9,Study spaces,CampusWorks Services,8.18,29.09,1,0,1363.65,Synthetic demonstration data — not actual University of Sydney results
