case_id,submitted_datetime,submitted_date_key,closed_datetime,service_key,team_key,campus_key,cohort_key,lifecycle_stage_key,channel_key,requester_type,case_type,category,priority,current_status,first_response_business_hours,triage_business_hours,assignment_business_hours,resolution_business_hours,first_response_sla_breached,resolution_sla_breached,handoff_count,reopened_flag,repeat_contact_14d,first_contact_resolution_flag,complexity_weight,staff_handle_hours,estimated_cost_aud,case_summary,synthetic_label,ai_theme,ai_summary,ai_recommended_owner,ai_confidence,ai_review_status,source_extract_ts
CASE-000077,2026-02-26 18:16:00,20260226,2026-03-02 07:48:08,2,5.0,1,4,2,1,Student,Service Request,Account access and login,P4,Resolved,12.01,8.38,5.63,52.74,0,0,0,0,0,1,0.67,0.84,52.08,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000078,2025-03-09 15:53:00,20250309,2025-03-12 19:19:16,2,6.0,1,2,3,3,Student,Service Request,Learning platform,P3,Resolved,2.91,2.03,8.5,47.88,0,1,1,0,0,0,1.18,1.24,76.88,Unable to complete a university task because of learning platform.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000079,2026-04-14 10:53:00,20260414,2026-04-17 06:13:12,3,9.0,1,6,5,1,Academic Staff,Service Request,HVAC and temperature,P3,Resolved,6.91,2.97,3.19,42.0,0,1,2,0,0,0,0.96,1.59,116.58,Service issue reported for hvac and temperature at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000080,2024-11-18 14:17:00,20241118,2024-11-20 02:03:08,3,10.0,2,7,5,4,Professional Staff,Service Request,Accessibility,P3,Resolved,13.1,8.27,2.36,19.77,0,0,0,0,1,0,1.07,1.19,91.78,Service issue reported for accessibility at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000081,2025-07-03 18:26:00,20250703,2025-07-05 21:26:15,2,,1,1,2,4,Student,Idea,Learning platform,P2,Resolved,7.63,4.17,3.79,29.28,0,1,1,0,0,0,1.45,1.27,78.74,Unable to complete a university task because of learning platform.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000082,2026-04-18 18:42:00,20260418,2026-04-22 01:04:12,3,9.0,1,6,5,2,Academic Staff,Service Request,Study spaces,P4,Resolved,11.27,4.2,7.25,46.73,0,0,2,0,0,0,0.73,1.19,91.78,Service issue reported for study spaces at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000083,2025-09-23 12:09:00,20250923,2025-09-24 21:50:22,2,5.0,1,1,3,5,Student,Enquiry,Device and software,P3,Resolved,2.39,1.64,4.64,17.51,0,0,2,0,0,0,1.06,1.78,110.36,Unable to complete a university task because of device and software.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000084,2026-03-20 13:09:00,20260320,2026-03-24 18:08:41,3,9.0,1,7,5,2,Professional Staff,Complaint,Study spaces,P3,Resolved,51.88,13.26,11.15,63.03,1,1,0,0,0,1,0.99,0.98,78.76,Service issue reported for study spaces at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000085,2025-02-14 13:23:00,20250214,2025-02-19 06:51:55,1,4.0,1,2,4,1,Student,Service Request,Academic progression,P4,Resolved,6.03,2.01,4.48,66.84,0,0,0,0,0,1,0.76,0.45,27.9,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000086,2024-11-26 12:04:00,20241126,2024-11-28 09:41:49,1,2.0,3,1,3,4,Student,Service Request,Timetable and class allocation,P3,Resolved,5.12,2.13,8.5,24.81,0,0,0,0,0,1,0.89,0.75,46.5,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000087,2026-07-07 15:49:00,20260707,2026-07-16 05:17:54,1,4.0,1,4,4,4,Student,Service Request,Documents and letters,P2,Resolved,2.31,1.1,14.63,129.29,0,1,1,0,0,0,1.67,1.98,122.76,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000088,2025-10-20 15:27:00,20251020,2025-10-22 07:43:43,1,4.0,1,3,4,1,Student,Service Request,Academic progression,P3,Resolved,11.69,4.66,6.61,24.1,0,0,1,0,0,0,1.11,1.44,89.28,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000089,2025-02-06 15:32:00,20250206,2025-02-09 18:51:52,3,8.0,3,1,3,4,Student,Service Request,Teaching room equipment,P2,Resolved,8.02,5.35,5.64,46.11,1,1,0,0,0,1,1.88,1.56,114.72,Service issue reported for teaching room equipment at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000090,2026-08-04 09:18:00,20260804,2026-08-09 10:46:52,2,5.0,1,4,3,1,Student,Service Request,Multi-factor authentication,P4,Resolved,5.64,3.38,8.3,77.3,0,0,0,0,0,1,0.83,0.65,40.3,Unable to complete a university task because of multi-factor authentication.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000091,2025-07-13 10:28:00,20250713,2025-07-17 13:29:42,1,4.0,1,2,4,1,Student,Service Request,Documents and letters,P3,Resolved,2.86,0.74,10.29,61.39,0,1,1,0,0,0,0.99,1.26,78.12,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000092,2026-07-16 11:42:00,20260716,2026-07-17 03:32:59,2,5.0,3,7,5,5,Professional Staff,Enquiry,Multi-factor authentication,P3,Resolved,5.76,4.18,1.76,9.58,0,0,1,0,0,0,0.92,1.42,88.04,Unable to complete a university task because of multi-factor authentication.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000093,2026-01-08 14:20:00,20260108,2026-01-09 22:42:02,2,7.0,2,2,4,2,Student,Service Request,Wi-Fi and network,P3,Resolved,8.22,5.77,4.65,19.4,0,0,0,0,0,1,1.17,1.18,73.16,Unable to complete a university task because of wi-fi and network.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000094,2026-03-06 13:43:00,20260306,2026-03-08 23:57:42,1,1.0,1,1,2,5,Student,Service Request,Enrolment changes,P4,Resolved,9.96,2.27,5.24,33.57,0,0,1,0,0,0,0.68,1.06,65.72,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000095,2026-06-03 10:31:00,20260603,2026-06-07 07:49:38,2,5.0,1,4,2,2,Student,Service Request,Multi-factor authentication,P4,Resolved,3.7,1.31,11.12,57.94,0,0,1,0,0,0,0.71,1.23,76.26,Unable to complete a university task because of multi-factor authentication.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000096,2025-05-17 20:16:00,20250517,2025-05-19 15:01:42,1,3.0,1,1,3,1,Student,Service Request,Fees and payments,P4,Resolved,9.88,5.35,5.22,21.9,0,0,0,0,0,1,0.64,0.81,50.22,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000097,2026-02-19 08:36:00,20260219,2026-02-20 15:48:27,1,4.0,2,1,3,1,Student,Enquiry,Documents and letters,P3,Resolved,10.68,3.74,1.13,14.93,0,0,0,0,0,1,0.88,0.72,44.64,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000098,2026-07-05 18:20:00,20260705,2026-07-07 05:47:43,1,2.0,1,5,3,3,Student,Service Request,Timetable and class allocation,P3,Resolved,17.5,5.13,5.34,22.84,1,0,2,0,0,0,0.99,1.96,121.52,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000099,2025-03-13 11:42:00,20250313,2025-03-15 15:42:09,1,1.0,1,4,1,1,Student,Enquiry,Enrolment changes,P3,Resolved,3.8,1.02,6.83,30.87,0,0,1,0,0,0,1.04,0.88,54.56,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000100,2026-01-21 11:16:00,20260121,2026-01-23 07:55:04,1,4.0,1,4,4,2,Student,Complaint,Documents and letters,P3,Resolved,6.04,2.27,4.63,24.52,0,0,0,0,0,1,1.18,1.16,71.92,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000101,2024-12-03 10:47:00,20241203,2024-12-06 21:52:57,1,2.0,1,4,2,2,Student,Service Request,Timetable and class allocation,P4,Resolved,8.8,5.72,15.32,47.28,0,0,0,0,1,0,0.8,0.62,38.44,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000102,2024-10-23 12:22:00,20241023,2024-10-25 19:43:50,1,4.0,1,5,4,4,Student,Enquiry,Academic progression,P4,Resolved,5.53,3.45,5.8,32.13,0,0,1,0,0,0,0.69,1.13,70.06,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000103,2024-12-17 18:44:00,20241217,2024-12-21 07:07:50,3,10.0,1,7,5,3,Professional Staff,Service Request,Accessibility,P3,Resolved,12.88,4.81,6.63,53.41,0,1,0,0,0,1,1.16,1.26,96.12,Service issue reported for accessibility at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000104,2025-02-24 09:58:00,20250224,2025-02-26 11:05:19,1,2.0,3,2,3,1,Student,Enquiry,Timetable and class allocation,P3,Merged Duplicate,15.48,5.94,9.83,,0,0,1,0,1,0,1.19,1.59,98.58,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000105,2025-01-27 14:07:00,20250127,2025-01-28 10:44:06,2,5.0,1,6,5,2,Academic Staff,Service Request,Multi-factor authentication,P2,Resolved,5.19,1.89,0.92,7.27,0,0,0,0,1,0,1.48,1.41,87.42,Unable to complete a university task because of multi-factor authentication.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000106,2026-01-05 20:54:00,20260105,2026-01-08 01:43:38,3,9.0,1,7,5,5,Professional Staff,Service Request,Study spaces,P4,Resolved,17.4,7.31,5.92,32.7,0,0,0,1,0,0,0.74,1.47,109.14,Service issue reported for study spaces at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000107,2024-11-08 16:32:00,20241108,2024-11-13 05:39:51,1,4.0,1,1,3,4,Student,Enquiry,Academic progression,P4,Resolved,2.38,1.03,7.41,64.88,0,0,0,0,0,1,0.67,0.5,31.0,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000108,2026-03-04 08:14:00,20260304,2026-03-06 15:11:26,1,1.0,1,4,2,3,Student,Complaint,Enrolment changes,P3,Resolved,2.33,0.87,6.4,33.77,0,0,1,0,1,0,1.04,1.36,84.32,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000109,2025-01-24 09:37:00,20250124,2025-01-25 05:17:59,1,3.0,2,1,4,3,Student,Service Request,Fees and payments,P3,Resolved,2.85,1.68,3.01,11.17,0,0,0,0,0,1,0.94,1.05,65.1,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000110,2024-11-14 12:15:00,20241114,2024-11-16 04:40:29,2,5.0,1,7,5,5,Professional Staff,Enquiry,Account access and login,P4,Resolved,4.31,2.68,4.4,25.54,0,0,0,0,0,1,0.66,0.7,43.4,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000111,2026-05-08 10:27:00,20260508,2026-05-12 10:58:58,2,7.0,1,7,5,1,Professional Staff,Service Request,Wi-Fi and network,P4,Resolved,12.65,6.43,10.42,59.42,0,0,0,0,1,0,0.77,0.98,60.76,Unable to complete a university task because of wi-fi and network.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000112,2026-03-31 17:48:00,20260331,2026-04-01 19:46:02,2,7.0,2,4,2,1,Student,Service Request,Wi-Fi and network,P4,Resolved,2.66,1.01,2.82,16.34,0,0,1,0,1,0,0.63,1.15,71.3,Unable to complete a university task because of wi-fi and network.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000113,2026-04-23 13:48:00,20260423,2026-04-25 12:51:30,3,8.0,2,1,3,3,Student,Service Request,Teaching room equipment,P3,Resolved,4.72,3.53,3.72,27.91,0,0,0,0,0,1,0.91,0.67,59.54,Service issue reported for teaching room equipment at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000114,2025-10-10 11:32:00,20251010,2025-10-13 04:24:45,1,2.0,1,4,3,3,Student,Idea,Timetable and class allocation,P1,Resolved,12.93,6.44,13.64,41.49,1,1,1,0,1,0,1.93,1.57,97.34,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000115,2026-01-13 09:59:00,20260113,2026-01-18 02:43:05,1,3.0,1,1,3,1,Student,Enquiry,Fees and payments,P3,Resolved,3.28,1.56,11.99,69.66,0,1,0,0,1,0,0.86,0.74,45.88,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000116,2026-04-13 14:36:00,20260413,2026-04-17 02:11:26,2,5.0,1,1,1,1,Student,Enquiry,Account access and login,P3,Cancelled,4.66,3.09,6.05,,0,0,1,0,0,0,0.98,1.2,74.4,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000117,2024-12-24 16:33:00,20241224,2024-12-25 21:48:52,1,1.0,1,5,2,1,Student,Service Request,Enrolment changes,P4,Merged Duplicate,5.57,2.93,8.29,,0,0,1,0,0,0,0.62,0.97,60.14,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000118,2025-03-18 10:35:00,20250318,2025-03-19 17:56:59,1,2.0,3,4,3,2,Student,Complaint,Timetable and class allocation,P4,Resolved,9.04,3.63,2.66,16.24,0,0,1,0,1,0,0.83,1.13,70.06,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000119,2026-07-15 12:05:00,20260715,2026-07-16 21:34:12,2,5.0,1,5,1,3,Student,Service Request,Account access and login,P4,Resolved,2.31,1.15,4.68,16.86,0,0,0,0,0,1,0.73,0.54,33.48,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000120,2025-05-24 18:51:00,20250524,2025-05-25 12:40:13,1,3.0,3,5,3,1,Student,Service Request,Fees and payments,P3,Resolved,4.85,1.77,0.83,7.66,0,0,0,0,0,1,1.19,1.34,83.08,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000121,2025-08-08 14:34:00,20250808,2025-08-12 19:06:43,1,4.0,1,1,3,4,Student,Service Request,Documents and letters,P3,Resolved,3.46,1.39,6.79,61.79,0,1,1,0,1,0,1.19,1.01,62.62,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000122,2026-06-03 16:08:00,20260603,2026-06-05 06:00:32,2,5.0,2,1,2,1,Student,Service Request,Device and software,P4,Resolved,2.54,1.16,6.04,23.13,0,0,0,0,0,1,0.81,0.54,33.48,Unable to complete a university task because of device and software.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000123,2025-07-04 15:48:00,20250704,2025-07-06 04:20:04,1,2.0,1,2,2,1,Student,Service Request,Timetable and class allocation,P3,Resolved,14.63,5.45,5.45,21.03,0,0,2,0,1,0,0.99,1.77,109.74,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-000124,2025-11-05 19:09:00,20251105,2025-11-09 08:25:44,3,9.0,1,2,3,2,Student,Service Request,HVAC and temperature,P4,Resolved,8.9,2.5,7.18,49.62,0,0,0,1,0,0,0.81,1.22,93.64,Service issue reported for hvac and temperature at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
