interaction_id,case_id,interaction_datetime,channel_key,direction,requester_initiated,interaction_sequence,handle_minutes,synthetic_label
INT-0000225,CASE-000126,2024-09-27 10:32:17,1,Outbound,0,3,19,Synthetic demonstration data — not actual University of Sydney results
INT-0000226,CASE-000127,2025-01-24 09:46:00,2,Inbound,1,1,15,Synthetic demonstration data — not actual University of Sydney results
INT-0000227,CASE-000128,2025-04-28 13:11:00,1,Inbound,1,1,33,Synthetic demonstration data — not actual University of Sydney results
INT-0000228,CASE-000128,2025-05-05 21:12:15,1,Outbound,0,2,6,Synthetic demonstration data — not actual University of Sydney results
INT-0000229,CASE-000129,2026-08-14 16:16:00,4,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0000230,CASE-000129,2026-08-15 03:25:18,2,Outbound,0,2,10,Synthetic demonstration data — not actual University of Sydney results
INT-0000231,CASE-000130,2025-07-04 14:03:00,4,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0000232,CASE-000130,2025-07-05 13:24:16,3,Outbound,0,2,19,Synthetic demonstration data — not actual University of Sydney results
INT-0000233,CASE-000131,2025-04-18 17:05:00,5,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0000234,CASE-000132,2024-12-19 16:23:00,1,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0000235,CASE-000133,2026-02-09 18:50:00,1,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0000236,CASE-000133,2026-02-10 06:11:18,1,Inbound,1,2,24,Synthetic demonstration data — not actual University of Sydney results
INT-0000237,CASE-000133,2026-02-11 11:55:39,4,Inbound,1,3,21,Synthetic demonstration data — not actual University of Sydney results
INT-0000238,CASE-000134,2025-11-13 14:52:00,3,Inbound,1,1,28,Synthetic demonstration data — not actual University of Sydney results
INT-0000239,CASE-000135,2024-12-20 16:31:00,1,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0000240,CASE-000135,2024-12-21 15:08:50,1,Outbound,0,2,17,Synthetic demonstration data — not actual University of Sydney results
INT-0000241,CASE-000136,2025-05-07 14:39:00,4,Inbound,1,1,10,Synthetic demonstration data — not actual University of Sydney results
INT-0000242,CASE-000136,2025-05-07 22:18:24,2,Outbound,0,2,23,Synthetic demonstration data — not actual University of Sydney results
INT-0000243,CASE-000136,2025-05-08 06:48:16,1,Inbound,1,3,23,Synthetic demonstration data — not actual University of Sydney results
INT-0000244,CASE-000137,2025-10-25 17:23:00,2,Inbound,1,1,33,Synthetic demonstration data — not actual University of Sydney results
INT-0000245,CASE-000138,2025-06-21 12:04:00,2,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0000246,CASE-000138,2025-06-24 01:39:50,1,Outbound,0,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0000247,CASE-000138,2025-06-24 02:21:43,4,Outbound,0,3,12,Synthetic demonstration data — not actual University of Sydney results
INT-0000248,CASE-000139,2025-07-30 14:14:00,2,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0000249,CASE-000139,2025-07-31 16:28:05,3,Inbound,1,2,26,Synthetic demonstration data — not actual University of Sydney results
INT-0000250,CASE-000140,2025-06-10 10:15:00,1,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0000251,CASE-000140,2025-06-10 18:13:02,2,Inbound,1,2,16,Synthetic demonstration data — not actual University of Sydney results
INT-0000252,CASE-000140,2025-06-12 06:16:20,4,Inbound,1,3,19,Synthetic demonstration data — not actual University of Sydney results
INT-0000253,CASE-000140,2025-06-12 11:47:11,3,Inbound,1,4,8,Synthetic demonstration data — not actual University of Sydney results
INT-0000254,CASE-000141,2025-06-12 11:50:00,2,Inbound,1,1,12,Synthetic demonstration data — not actual University of Sydney results
INT-0000255,CASE-000141,2025-06-12 23:37:10,1,Outbound,0,2,13,Synthetic demonstration data — not actual University of Sydney results
INT-0000256,CASE-000141,2025-06-13 16:00:34,3,Outbound,0,3,15,Synthetic demonstration data — not actual University of Sydney results
INT-0000257,CASE-000142,2024-12-04 14:32:00,1,Inbound,1,1,23,Synthetic demonstration data — not actual University of Sydney results
INT-0000258,CASE-000143,2026-08-04 14:47:00,4,Inbound,1,1,12,Synthetic demonstration data — not actual University of Sydney results
INT-0000259,CASE-000143,2026-08-04 23:17:19,4,Inbound,1,2,23,Synthetic demonstration data — not actual University of Sydney results
INT-0000260,CASE-000144,2025-11-14 12:13:00,2,Inbound,1,1,25,Synthetic demonstration data — not actual University of Sydney results
INT-0000261,CASE-000144,2025-11-15 14:54:24,3,Outbound,0,2,15,Synthetic demonstration data — not actual University of Sydney results
INT-0000262,CASE-000145,2026-06-30 15:03:00,3,Inbound,1,1,14,Synthetic demonstration data — not actual University of Sydney results
INT-0000263,CASE-000145,2026-07-04 03:58:01,3,Outbound,0,2,9,Synthetic demonstration data — not actual University of Sydney results
INT-0000264,CASE-000146,2026-03-24 18:56:00,2,Inbound,1,1,15,Synthetic demonstration data — not actual University of Sydney results
INT-0000265,CASE-000146,2026-03-25 10:20:21,1,Outbound,0,2,17,Synthetic demonstration data — not actual University of Sydney results
INT-0000266,CASE-000146,2026-03-25 18:36:28,3,Inbound,1,3,21,Synthetic demonstration data — not actual University of Sydney results
INT-0000267,CASE-000147,2024-10-06 11:23:00,3,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0000268,CASE-000147,2024-10-07 06:52:52,1,Outbound,0,2,9,Synthetic demonstration data — not actual University of Sydney results
INT-0000269,CASE-000148,2025-08-04 09:21:00,1,Inbound,1,1,14,Synthetic demonstration data — not actual University of Sydney results
INT-0000270,CASE-000149,2025-12-21 13:58:00,1,Inbound,1,1,23,Synthetic demonstration data — not actual University of Sydney results
INT-0000271,CASE-000149,2025-12-22 02:39:48,1,Outbound,0,2,25,Synthetic demonstration data — not actual University of Sydney results
INT-0000272,CASE-000150,2026-08-05 14:50:00,5,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0000273,CASE-000151,2024-10-17 17:59:00,1,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0000274,CASE-000152,2026-07-09 08:03:00,2,Inbound,1,1,9,Synthetic demonstration data — not actual University of Sydney results
INT-0000275,CASE-000153,2025-08-06 19:04:00,2,Inbound,1,1,10,Synthetic demonstration data — not actual University of Sydney results
INT-0000276,CASE-000153,2025-08-07 18:15:18,2,Outbound,0,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0000277,CASE-000154,2026-04-13 14:31:00,2,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0000278,CASE-000155,2025-03-17 16:25:00,4,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0000279,CASE-000155,2025-03-17 23:54:37,2,Outbound,0,2,24,Synthetic demonstration data — not actual University of Sydney results
INT-0000280,CASE-000156,2024-10-09 09:33:00,5,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0000281,CASE-000156,2024-10-11 00:35:37,2,Inbound,1,2,20,Synthetic demonstration data — not actual University of Sydney results
INT-0000282,CASE-000157,2025-06-14 14:07:00,5,Inbound,1,1,10,Synthetic demonstration data — not actual University of Sydney results
INT-0000283,CASE-000157,2025-06-15 01:43:39,2,Inbound,1,2,12,Synthetic demonstration data — not actual University of Sydney results
INT-0000284,CASE-000157,2025-06-15 15:40:12,1,Outbound,0,3,28,Synthetic demonstration data — not actual University of Sydney results
INT-0000285,CASE-000158,2026-02-25 12:15:00,1,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0000286,CASE-000158,2026-02-25 21:06:22,3,Outbound,0,2,12,Synthetic demonstration data — not actual University of Sydney results
INT-0000287,CASE-000158,2026-02-25 23:55:41,1,Outbound,0,3,23,Synthetic demonstration data — not actual University of Sydney results
INT-0000288,CASE-000159,2025-11-29 08:26:00,1,Inbound,1,1,6,Synthetic demonstration data — not actual University of Sydney results
INT-0000289,CASE-000160,2025-10-24 15:54:00,1,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0000290,CASE-000160,2025-10-25 08:53:24,2,Inbound,1,2,28,Synthetic demonstration data — not actual University of Sydney results
INT-0000291,CASE-000160,2025-10-25 13:10:56,2,Inbound,1,3,22,Synthetic demonstration data — not actual University of Sydney results
INT-0000292,CASE-000161,2025-01-06 15:31:00,1,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0000293,CASE-000161,2025-01-09 02:42:02,1,Outbound,0,2,14,Synthetic demonstration data — not actual University of Sydney results
INT-0000294,CASE-000162,2025-04-01 18:35:00,1,Inbound,1,1,23,Synthetic demonstration data — not actual University of Sydney results
INT-0000295,CASE-000162,2025-04-02 16:56:52,2,Outbound,0,2,15,Synthetic demonstration data — not actual University of Sydney results
INT-0000296,CASE-000163,2026-03-18 14:39:00,1,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0000297,CASE-000164,2025-12-23 15:04:00,1,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0000298,CASE-000165,2025-01-22 14:17:00,1,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0000299,CASE-000165,2025-01-23 09:54:11,3,Inbound,1,2,19,Synthetic demonstration data — not actual University of Sydney results
INT-0000300,CASE-000166,2025-08-18 17:39:00,1,Inbound,1,1,3,Synthetic demonstration data — not actual University of Sydney results
INT-0000301,CASE-000167,2025-03-20 13:14:00,2,Inbound,1,1,25,Synthetic demonstration data — not actual University of Sydney results
INT-0000302,CASE-000167,2025-03-21 06:08:14,2,Outbound,0,2,20,Synthetic demonstration data — not actual University of Sydney results
INT-0000303,CASE-000168,2026-03-13 15:49:00,4,Inbound,1,1,31,Synthetic demonstration data — not actual University of Sydney results
INT-0000304,CASE-000168,2026-03-14 03:21:03,1,Outbound,0,2,16,Synthetic demonstration data — not actual University of Sydney results
INT-0000305,CASE-000169,2025-07-15 18:51:00,1,Inbound,1,1,26,Synthetic demonstration data — not actual University of Sydney results
INT-0000306,CASE-000169,2025-07-16 10:03:16,2,Inbound,1,2,19,Synthetic demonstration data — not actual University of Sydney results
INT-0000307,CASE-000170,2025-01-31 13:17:00,1,Inbound,1,1,15,Synthetic demonstration data — not actual University of Sydney results
INT-0000308,CASE-000170,2025-01-31 23:37:39,3,Outbound,0,2,15,Synthetic demonstration data — not actual University of Sydney results
INT-0000309,CASE-000170,2025-02-01 03:54:27,1,Outbound,0,3,17,Synthetic demonstration data — not actual University of Sydney results
INT-0000310,CASE-000171,2025-07-11 13:07:00,3,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0000311,CASE-000171,2025-07-12 08:14:17,3,Outbound,0,2,27,Synthetic demonstration data — not actual University of Sydney results
INT-0000312,CASE-000171,2025-07-12 10:54:15,4,Outbound,0,3,30,Synthetic demonstration data — not actual University of Sydney results
INT-0000313,CASE-000171,2025-07-12 23:25:24,1,Inbound,1,4,32,Synthetic demonstration data — not actual University of Sydney results
INT-0000314,CASE-000172,2026-07-23 18:20:00,1,Inbound,1,1,5,Synthetic demonstration data — not actual University of Sydney results
INT-0000315,CASE-000172,2026-07-24 03:38:06,4,Outbound,0,2,13,Synthetic demonstration data — not actual University of Sydney results
INT-0000316,CASE-000173,2025-03-12 20:58:00,1,Inbound,1,1,14,Synthetic demonstration data — not actual University of Sydney results
INT-0000317,CASE-000174,2025-01-08 08:03:00,3,Inbound,1,1,10,Synthetic demonstration data — not actual University of Sydney results
INT-0000318,CASE-000175,2025-09-22 12:55:00,4,Inbound,1,1,28,Synthetic demonstration data — not actual University of Sydney results
INT-0000319,CASE-000175,2025-09-23 01:18:12,1,Outbound,0,2,10,Synthetic demonstration data — not actual University of Sydney results
INT-0000320,CASE-000175,2025-09-23 08:15:24,2,Outbound,0,3,23,Synthetic demonstration data — not actual University of Sydney results
INT-0000321,CASE-000176,2024-09-10 09:42:00,4,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0000322,CASE-000176,2024-09-13 00:17:23,4,Outbound,0,2,13,Synthetic demonstration data — not actual University of Sydney results
INT-0000323,CASE-000177,2025-07-26 16:23:00,1,Inbound,1,1,26,Synthetic demonstration data — not actual University of Sydney results
INT-0000324,CASE-000177,2025-07-29 08:56:43,1,Outbound,0,2,20,Synthetic demonstration data — not actual University of Sydney results
INT-0000325,CASE-000177,2025-08-01 05:50:08,3,Inbound,1,3,24,Synthetic demonstration data — not actual University of Sydney results
INT-0000326,CASE-000177,2025-08-03 02:18:09,1,Outbound,0,4,21,Synthetic demonstration data — not actual University of Sydney results
INT-0000327,CASE-000178,2026-04-25 14:41:00,2,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0000328,CASE-000178,2026-04-26 04:39:34,2,Outbound,0,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0000329,CASE-000179,2025-11-15 19:45:00,3,Inbound,1,1,14,Synthetic demonstration data — not actual University of Sydney results
INT-0000330,CASE-000180,2025-02-21 17:50:00,2,Inbound,1,1,27,Synthetic demonstration data — not actual University of Sydney results
INT-0000331,CASE-000180,2025-02-23 01:17:08,4,Outbound,0,2,20,Synthetic demonstration data — not actual University of Sydney results
INT-0000332,CASE-000181,2026-03-04 12:11:00,1,Inbound,1,1,34,Synthetic demonstration data — not actual University of Sydney results
INT-0000333,CASE-000181,2026-03-04 19:46:51,1,Outbound,0,2,20,Synthetic demonstration data — not actual University of Sydney results
INT-0000334,CASE-000182,2025-03-06 11:42:00,1,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0000335,CASE-000182,2025-03-07 06:56:48,1,Inbound,1,2,21,Synthetic demonstration data — not actual University of Sydney results
