feedback_id,feedback_date,related_case_id,related_work_order_id,respondent_type,service_key,campus_key,cohort_key,feedback_type,csat_score,ces_score,feedback_theme,comment_text,response_valid,synthetic_label,feedback_date_key,csat_positive_flag
FDB-000129,2025-07-04 00:00:00,CASE-006663,,Student,3,2,2,Post-case survey,3,4,Ownership,Synthetic feedback concerning ownership for cleanliness.,1,Synthetic demonstration data — not actual University of Sydney results,20250704,0
FDB-000130,2025-07-23 00:00:00,CASE-005831,,Student,2,1,4,Post-case survey,2,4,Communication,Synthetic feedback concerning communication for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250723,0
FDB-000131,2025-01-19 00:00:00,CASE-003345,,Student,1,1,1,Post-case survey,5,4,Communication,Synthetic feedback concerning communication for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250119,1
FDB-000132,2025-03-19 00:00:00,CASE-010988,,Academic Staff,2,1,6,Post-case survey,3,2,Waiting time,Synthetic feedback concerning waiting time for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250319,0
FDB-000133,2025-02-17 00:00:00,CASE-015833,,Student,2,2,3,Post-case survey,5,5,Waiting time,Synthetic feedback concerning waiting time for wi-fi and network.,1,Synthetic demonstration data — not actual University of Sydney results,20250217,1
FDB-000134,2026-05-22 00:00:00,CASE-008481,,Student,1,2,3,Post-case survey,5,3,Ease of use,Synthetic feedback concerning ease of use for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260522,1
FDB-000135,2026-03-23 00:00:00,CASE-015594,,Student,1,1,2,Post-case survey,3,3,Waiting time,Synthetic feedback concerning waiting time for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20260323,0
FDB-000136,2025-04-30 00:00:00,CASE-004695,,Student,1,3,4,Post-case survey,4,3,Waiting time,Synthetic feedback concerning waiting time for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250430,1
FDB-000137,2026-07-23 00:00:00,CASE-001600,,Student,2,3,3,Post-case survey,4,4,Communication,Synthetic feedback concerning communication for multi-factor authentication.,1,Synthetic demonstration data — not actual University of Sydney results,20260723,1
FDB-000138,2026-08-01 00:00:00,CASE-009816,,Student,1,1,1,Post-case survey,5,4,Communication,Synthetic feedback concerning communication for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260801,1
FDB-000139,2026-06-09 00:00:00,CASE-005577,,Student,2,3,1,Post-case survey,4,3,Ease of use,Synthetic feedback concerning ease of use for multi-factor authentication.,1,Synthetic demonstration data — not actual University of Sydney results,20260609,1
FDB-000140,2024-11-18 00:00:00,CASE-000752,,Student,1,1,3,Post-case survey,3,4,Waiting time,Synthetic feedback concerning waiting time for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20241118,0
FDB-000141,2026-04-17 00:00:00,CASE-015295,,Student,1,1,5,Post-case survey,4,5,Waiting time,Synthetic feedback concerning waiting time for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20260417,1
FDB-000142,2025-08-04 00:00:00,CASE-014555,,Student,2,1,4,Post-case survey,3,4,Waiting time,Synthetic feedback concerning waiting time for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250804,0
FDB-000143,2025-03-05 00:00:00,CASE-012546,,Professional Staff,2,1,7,Post-case survey,5,3,Waiting time,Synthetic feedback concerning waiting time for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250305,1
FDB-000144,2025-12-14 00:00:00,CASE-015331,,Student,1,1,1,Post-case survey,5,3,Waiting time,Synthetic feedback concerning waiting time for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20251214,1
FDB-000145,2024-12-05 00:00:00,CASE-011054,,Student,1,1,4,Post-case survey,3,3,Ease of use,Synthetic feedback concerning ease of use for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20241205,0
FDB-000146,2026-07-27 00:00:00,CASE-004326,,Student,1,1,2,Post-case survey,4,4,Communication,Synthetic feedback concerning communication for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20260727,1
FDB-000147,2025-10-24 00:00:00,CASE-010881,,Student,1,1,1,Post-case survey,3,4,Communication,Synthetic feedback concerning communication for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20251024,0
FDB-000148,2026-05-13 00:00:00,CASE-005118,,Academic Staff,2,1,6,Post-case survey,4,3,Ownership,Synthetic feedback concerning ownership for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20260513,1
FDB-000149,2025-04-12 00:00:00,CASE-012701,,Student,2,1,1,Post-case survey,2,4,Outcome quality,Synthetic feedback concerning outcome quality for multi-factor authentication.,1,Synthetic demonstration data — not actual University of Sydney results,20250412,0
FDB-000150,2026-08-05 00:00:00,CASE-005780,,Student,1,1,1,Post-case survey,4,4,Clarity,Synthetic feedback concerning clarity for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20260805,1
FDB-000151,2025-03-01 00:00:00,CASE-001738,,Professional Staff,3,1,7,Post-case survey,3,5,Ease of use,Synthetic feedback concerning ease of use for hvac and temperature.,1,Synthetic demonstration data — not actual University of Sydney results,20250301,0
FDB-000152,2025-03-22 00:00:00,CASE-006576,,Student,3,2,2,Post-case survey,4,3,Communication,Synthetic feedback concerning communication for security and lighting.,1,Synthetic demonstration data — not actual University of Sydney results,20250322,1
FDB-000153,2026-07-09 00:00:00,CASE-010088,,Student,2,1,1,Post-case survey,3,4,Ownership,Synthetic feedback concerning ownership for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20260709,0
FDB-000154,2024-11-07 00:00:00,CASE-011032,,Professional Staff,2,1,7,Post-case survey,4,4,Clarity,Synthetic feedback concerning clarity for wi-fi and network.,1,Synthetic demonstration data — not actual University of Sydney results,20241107,1
FDB-000155,2026-05-17 00:00:00,CASE-011356,,Student,3,1,2,Post-case survey,4,3,Clarity,Synthetic feedback concerning clarity for hvac and temperature.,1,Synthetic demonstration data — not actual University of Sydney results,20260517,1
FDB-000156,2026-03-05 00:00:00,CASE-013150,,Student,2,2,1,Post-case survey,4,4,Outcome quality,Synthetic feedback concerning outcome quality for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20260305,1
FDB-000157,2025-02-23 00:00:00,CASE-014382,,Professional Staff,2,3,7,Post-case survey,4,5,Clarity,Synthetic feedback concerning clarity for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20250223,1
FDB-000158,2026-05-27 00:00:00,CASE-012891,,Student,1,1,1,Post-case survey,4,5,Outcome quality,Synthetic feedback concerning outcome quality for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20260527,1
FDB-000159,2026-03-25 00:00:00,CASE-016267,,Student,2,1,4,Post-case survey,3,3,Waiting time,Synthetic feedback concerning waiting time for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20260325,0
FDB-000160,2025-10-19 00:00:00,CASE-007457,,Student,2,1,5,Post-case survey,4,4,Waiting time,Synthetic feedback concerning waiting time for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20251019,1
FDB-000161,2024-10-16 00:00:00,CASE-008082,,Student,2,2,3,Post-case survey,4,5,Outcome quality,Synthetic feedback concerning outcome quality for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20241016,1
FDB-000162,2025-10-16 00:00:00,CASE-013998,,Student,1,1,4,Post-case survey,3,3,Clarity,Synthetic feedback concerning clarity for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20251016,0
FDB-000163,2026-06-17 00:00:00,CASE-004654,,Student,1,2,3,Post-case survey,4,5,Ease of use,Synthetic feedback concerning ease of use for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20260617,1
FDB-000164,2026-02-25 00:00:00,CASE-014490,,Student,3,1,4,Post-case survey,3,4,Waiting time,Synthetic feedback concerning waiting time for accessibility.,1,Synthetic demonstration data — not actual University of Sydney results,20260225,0
FDB-000165,2026-07-26 00:00:00,CASE-009162,,Professional Staff,3,1,7,Post-case survey,5,2,Communication,Synthetic feedback concerning communication for hvac and temperature.,1,Synthetic demonstration data — not actual University of Sydney results,20260726,1
FDB-000166,2024-09-27 00:00:00,CASE-000429,,Student,1,1,2,Post-case survey,5,2,Ease of use,Synthetic feedback concerning ease of use for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20240927,1
FDB-000167,2024-11-24 00:00:00,CASE-013631,,Student,1,3,1,Post-case survey,3,4,Clarity,Synthetic feedback concerning clarity for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20241124,0
FDB-000168,2025-05-21 00:00:00,CASE-012703,,Student,2,1,1,Post-case survey,4,3,Clarity,Synthetic feedback concerning clarity for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20250521,1
FDB-000169,2026-05-14 00:00:00,CASE-007600,,Student,1,2,4,Post-case survey,4,4,Communication,Synthetic feedback concerning communication for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20260514,1
FDB-000170,2026-06-07 00:00:00,CASE-002982,,Student,1,1,1,Post-case survey,3,2,Communication,Synthetic feedback concerning communication for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20260607,0
FDB-000171,2024-09-19 00:00:00,CASE-013772,,Professional Staff,2,3,7,Post-case survey,4,4,Clarity,Synthetic feedback concerning clarity for wi-fi and network.,1,Synthetic demonstration data — not actual University of Sydney results,20240919,1
FDB-000172,2025-09-29 00:00:00,CASE-000873,,Student,2,1,3,Post-case survey,4,5,Clarity,Synthetic feedback concerning clarity for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20250929,1
FDB-000173,2025-01-17 00:00:00,CASE-011665,,Student,2,1,3,Post-case survey,2,3,Clarity,Synthetic feedback concerning clarity for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250117,0
FDB-000174,2025-04-04 00:00:00,CASE-007815,,Student,2,1,1,Post-case survey,4,5,Ownership,Synthetic feedback concerning ownership for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250404,1
FDB-000175,2025-03-24 00:00:00,CASE-012270,,Student,3,1,4,Post-case survey,2,3,Waiting time,Synthetic feedback concerning waiting time for hvac and temperature.,1,Synthetic demonstration data — not actual University of Sydney results,20250324,0
FDB-000176,2025-06-10 00:00:00,CASE-014900,,Professional Staff,2,2,7,Post-case survey,3,3,Communication,Synthetic feedback concerning communication for multi-factor authentication.,1,Synthetic demonstration data — not actual University of Sydney results,20250610,0
FDB-000177,2025-04-26 00:00:00,CASE-014797,,Student,2,2,5,Post-case survey,5,4,Clarity,Synthetic feedback concerning clarity for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250426,1
FDB-000178,2026-03-18 00:00:00,CASE-016334,,Student,1,1,5,Post-case survey,3,3,Ownership,Synthetic feedback concerning ownership for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20260318,0
FDB-000179,2026-03-22 00:00:00,CASE-011225,,Academic Staff,3,1,6,Post-case survey,5,3,Communication,Synthetic feedback concerning communication for study spaces.,1,Synthetic demonstration data — not actual University of Sydney results,20260322,1
FDB-000180,2025-01-24 00:00:00,CASE-012264,,Student,3,1,1,Post-case survey,4,4,Waiting time,Synthetic feedback concerning waiting time for cleanliness.,1,Synthetic demonstration data — not actual University of Sydney results,20250124,1
FDB-000181,2024-12-17 00:00:00,CASE-014951,,Student,1,2,5,Post-case survey,4,3,Waiting time,Synthetic feedback concerning waiting time for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20241217,1
